City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
699,Mehamn,NO,71.0357,27.8492,20.71,93,100,29.44,overcast clouds
700,Vagur,FO,61.4732,-6.8119,38.21,74,56,10.69,broken clouds
701,Tecoanapa,MX,16.5167,-98.75,81.93,62,15,4.85,few clouds
702,Atlantic City,US,39.3643,-74.4229,32.0,29,20,28.77,few clouds
703,Port Moresby,PG,-9.4431,147.1797,77.0,94,40,5.75,light rain
704,Soverato,IT,38.685,16.5499,57.2,67,40,21.85,scattered clouds
705,Raga,SS,8.4596,25.678,86.32,18,8,4.85,clear sky
706,Nizhniy Kuranakh,RU,58.8353,125.4869,-33.7,81,100,2.75,overcast clouds
707,Khani,GE,41.9563,42.9566,42.8,36,0,5.75,clear sky
708,Moshi,TZ,-3.35,37.3333,74.44,64,90,9.86,overcast clouds
